Date,Year,County,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,price_increased_count,price_reduced_count,median_square_feet,average_listing_price,total_listing_count,violent_crime_rate,30_Year_Fixed_Rate,Number_of_Schools,median_listing_price_mm,Number_of_Parks
2017-05,2017,Richmond,129298,201,105,48,0,40,1804,188033,211,588.9,4.01,34,-0.0054,15
2017-05,2017,Robeson,127450,303,102,64,0,40,1850,157838,379,920.3,4.01,85,-0.088992137,47
2017-05,2017,Rockingham,139250,542,102,116,4,116,1668,228352,587,299.3,4.01,68,0.032246108,73
2017-05,2017,Rowan,189900,558,76,188,16,172,2050,263025,686,295.6,4.01,109,0.061486864,119
2017-05,2017,Rutherford,227000,584,96,112,0,76,1815,326831,668,276.1,4.01,48,0.032287403,25
2017-05,2017,Sampson,135000,109,114,16,0,24,1841,178770,139,285.6,4.01,62,-0.035025018,22
2017-05,2017,Scotland,129500,175,146,32,0,16,2010,162442,179,723.8,4.01,40,0.048582996,13
2017-05,2017,Stanly,304900,388,107,68,4,108,2007,416640,477,264.7,4.01,39,0.0339098,22
2017-05,2017,Stokes,212365,133,116,24,0,24,1999,309522,151,194.7,4.01,44,0.062356178,16
2017-05,2017,Surry,169900,304,112,72,0,64,1828,245765,341,177,4.01,45,0.062539087,13
2017-05,2017,Swain,269900,169,205,48,0,8,1887,364510,184,287.5,4.01,14,0.083935743,1
2017-05,2017,Transylvania,398000,537,209,92,4,76,2357,696657,628,155.5,4.01,17,-0.002506266,17
2017-05,2017,Tyrrell,149000,13,231,0,0,0,1950,190679,16,265.6,4.01,5,0.010169492,0
2017-05,2017,Union,440813,889,53,476,68,416,3527,526007,1316,213.8,4.01,96,0.002075472,130
2017-05,2017,Vance,162400,114,105,16,8,28,1816,201079,136,540.4,4.01,45,0.041092378,15
2017-05,2017,Wake,401045,3782,51,2184,196,1292,2923,480689,5780,249.7,4.01,543,0.0026125,1627
2017-05,2017,Warren,189450,38,78,8,0,4,2101,313238,46,212.4,4.01,30,0.002380952,1
2017-05,2017,Washington,103750,39,92,8,0,0,1566,150388,43,,4.01,8,0.070691434,9
2017-05,2017,Watauga,239900,1945,182,340,4,88,2113,380099,1950,98.5,4.01,40,-0.197658863,44
2017-05,2017,Wayne,167500,477,83,108,0,76,1891,182084,489,384.2,4.01,86,0.041019267,36
2017-05,2017,Wilkes,214950,322,103,56,4,28,2063,319362,384,226.3,4.01,53,-0.046784922,34
2017-05,2017,Wilson,133900,327,116,84,4,56,1836,168702,458,466.1,4.01,87,-0.007412898,70
2017-05,2017,Yadkin,232000,115,152,16,0,16,1975,328088,134,224.6,4.01,16,-0.032930388,4
2017-05,2017,Yancey,279000,419,230,48,4,60,1894,360066,438,60.8,4.01,26,0.014545455,4
2017-04,2017,Alamance,199900,910,68,288,28,196,2031,241470,1052,503.6,4.05,94,0.023815621,54
2017-04,2017,Alexander,174900,142,65,24,0,28,1870,236016,164,168.3,4.05,50,0.029429076,25
2017-04,2017,Alleghany,220500,203,192,40,0,12,1815,273040,204,115.7,4.05,11,0.006849315,0
2017-04,2017,Anson,99900,95,176,12,0,8,1640,162967,112,554.8,4.05,15,0,3
2017-04,2017,Ashe,260000,366,222,56,0,28,1858,342021,367,,4.05,7,0.019807805,5
2017-04,2017,Avery,199500,253,186,64,0,16,1792,395916,253,95.9,4.05,40,0,9
2017-04,2017,Beaufort,259000,390,167,60,0,52,2090,274242,473,317,4.05,25,0.052272339,18
2017-04,2017,Bertie,99000,49,130,4,0,4,1800,182000,54,151.6,4.05,16,0,10
2017-04,2017,Bladen,159500,96,93,28,0,8,1568,186348,115,,4.05,48,0.029032258,9
2017-04,2017,Brunswick,295900,2446,89,504,56,548,1900,387600,3274,152.4,4.05,49,0.020696792,70
2017-04,2017,Buncombe,415000,1104,65,464,44,460,2270,622378,1580,301.5,4.05,210,0.012195122,211
2017-04,2017,Burke,189900,341,121,88,0,44,1986,308446,362,178.7,4.05,115,0.02676399,118
2017-04,2017,Cabarrus,294990,545,47,344,76,280,2563,330070,875,111.4,4.05,164,-0.014893972,120
2017-04,2017,Caldwell,172900,276,87,72,4,64,1863,234938,330,177.9,4.05,105,0.067613461,85
2017-04,2017,Camden,284900,76,31,44,0,16,2285,301327,100,19.5,4.05,22,0.018591348,9
2017-04,2017,Carteret,299000,1255,116,244,24,304,1728,379099,1567,215.9,4.05,37,0.015452539,44
2017-04,2017,Caswell,219900,70,114,12,0,4,2411,345614,71,200.2,4.05,48,-0.153905348,37
2017-04,2017,Catawba,249900,784,75,260,16,160,2140,313174,971,320.5,4.05,98,0.125675676,65
2017-04,2017,Chatham,479900,435,68,136,8,92,3200,567155,555,211.2,4.05,107,0.032153995,90
2017-04,2017,Cherokee,174800,775,151,140,0,84,1610,216729,777,321.5,4.05,27,0.028840494,2
2017-04,2017,Chowan,229900,156,129,24,0,24,1970,284782,173,454.1,4.05,8,0.021777778,4
2017-04,2017,Clay,260000,374,191,76,0,36,2244,368461,376,178,4.05,14,-0.01868277,5
2017-04,2017,Cleveland,140000,435,107,96,8,60,1747,206819,495,158.7,4.05,68,-0.00990099,38
2017-04,2017,Columbus,149000,152,155,20,0,28,1783,192451,182,365.3,4.05,36,-0.006004003,5
2017-04,2017,Craven,198500,673,89,180,8,132,1957,241100,958,280.3,4.05,66,0.015605014,63
2017-04,2017,Cumberland,147900,2002,81,576,28,368,1750,177301,2722,707,4.05,178,0.016844276,83
2017-04,2017,Currituck,397500,614,100,124,4,76,2600,598158,719,157.6,4.05,12,0.06725735,3
2017-04,2017,Dare,429900,1060,123,208,4,140,2133,569085,1302,218.2,4.05,12,0.002097902,22
2017-04,2017,Davidson,169900,587,74,164,4,128,2240,231210,682,213.7,4.05,193,0.002655651,126
2017-04,2017,Davie,249000,268,114,68,0,48,1684,329444,311,225.7,4.05,33,0.033195021,9
2017-04,2017,Duplin,152900,132,108,16,0,32,1861,201047,168,175,4.05,34,0,9
2017-04,2017,Durham,319990,599,38,516,44,160,2297,381971,1061,767.9,4.05,222,0.046060804,412
2017-04,2017,Edgecombe,75000,168,198,20,0,20,1506,103636,196,,4.05,61,0.021102791,83
2017-04,2017,Forsyth,199900,1598,65,612,40,348,2175,294157,2102,702.2,4.05,352,0.022767971,479
2017-04,2017,Franklin,275000,234,60,92,4,60,2334,302878,305,186.8,4.05,67,0,58
2017-04,2017,Gaston,225900,621,62,324,76,212,2092,272469,989,459.5,4.05,112,0.055607477,99
2017-04,2017,Gates,147000,37,54,4,0,8,1768,154712,42,,4.05,5,0.006849315,2
2017-04,2017,Graham,219000,91,207,16,0,4,1512,283191,95,216.5,4.05,3,0.217342968,1
2017-04,2017,Granville,215000,120,66,64,0,16,2176,255205,164,230,4.05,54,0.004790279,63
2017-04,2017,Greene,119900,16,84,8,0,4,1518,159432,20,225.3,4.05,43,0.090991811,23
2017-04,2017,Guilford,233490,1963,64,852,24,380,1961,310006,2506,596.6,4.05,405,0.04376397,788
2017-04,2017,Halifax,190000,200,172,36,0,24,1988,275103,251,506.5,4.05,34,-0.031847134,20
2017-04,2017,Harnett,192500,933,73,244,24,148,2100,207672,1199,298.5,4.05,110,0.014760148,108
2017-04,2017,Haywood,280000,554,158,160,8,152,1981,368218,699,302.1,4.05,50,0.009009009,26
2017-04,2017,Henderson,389000,598,71,228,24,164,2540,539966,840,145.7,4.05,100,0,104
2017-04,2017,Hertford,129900,94,219,4,0,4,1770,156830,106,268.3,4.05,10,0.0354723,3
2017-04,2017,Hoke,179549,311,80,92,8,36,1950,192144,425,178,4.05,62,-0.002228397,24
2017-04,2017,Hyde,279900,48,197,4,0,0,1508,286836,50,,4.05,3,0.00883042,0
2017-04,2017,Iredell,375000,994,60,328,60,376,2993,511349,1294,333.3,4.05,148,0.040366209,104
2017-04,2017,Jackson,375000,974,240,160,0,72,2250,630917,1072,251,4.05,28,0.035911602,13
2017-04,2017,Johnston,240877,678,60,312,36,176,2314,262740,928,166.1,4.05,145,0.00407253,248
2017-04,2017,Jones,139800,24,176,8,0,8,1909,145633,27,,4.05,36,-0.152213463,18
2017-04,2017,Lee,221900,535,69,128,4,120,2224,245045,684,,4.05,47,0.010933941,22
2017-04,2017,Lenoir,134900,195,134,32,0,36,1970,151264,230,667.8,4.05,31,0.029770992,13
2017-04,2017,Lincoln,324400,399,72,180,28,112,2614,398420,586,176.7,4.05,67,0.010906825,27
2017-04,2017,Macon,350000,839,204,164,8,72,2225,551108,950,,4.05,38,0.00286533,14
2017-04,2017,Madison,319500,174,192,28,0,32,2090,414712,195,68.2,4.05,18,0.083234447,6
2017-04,2017,Martin,105000,88,186,16,0,16,1782,121806,105,416.9,4.05,25,-0.044585987,23
2017-04,2017,Mcdowell,279000,237,145,60,0,28,2016,356114,254,,4.05,,0.088992974,
2017-04,2017,Mecklenburg,380000,2865,43,2000,488,1440,2733,538069,5200,638.6,4.05,571,0.028555962,905
2017-04,2017,Mitchell,199900,274,204,32,0,28,1729,251819,283,,4.05,38,0,12
2017-04,2017,Montgomery,142500,52,186,4,0,8,1850,199289,57,211.4,4.05,19,0.025179856,10
2017-04,2017,Moore,299900,1171,101,320,20,164,2432,365374,1491,151.7,4.05,68,0.005700872,61
2017-04,2017,Nash,129900,441,129,84,4,80,1773,197781,581,,4.05,56,0.040032026,64
2017-04,2017,New hanover,342000,1507,69,620,132,628,2208,519829,2460,,4.05,,0.014836795,
2017-04,2017,Northampton,169000,80,122,20,0,12,2028,264148,97,219.9,4.05,12,0.145762712,4
2017-04,2017,Onslow,179000,1723,86,484,104,432,1608,225732,2498,304.7,4.05,91,0.020233685,58
2017-04,2017,Orange,450000,442,52,224,8,128,2835,572021,649,175.7,4.05,118,0.006148686,126
2017-04,2017,Pamlico,280000,198,240,20,0,24,1848,331019,233,72.6,4.05,16,-0.003558719,10
2017-04,2017,Pasquotank,199000,266,78,60,4,60,2400,205022,322,518.2,4.05,51,-0.00871731,21
2017-04,2017,Pender,295000,372,73,104,20,116,2340,358229,614,170.6,4.05,37,0.018554964,50
2017-04,2017,Perquimans,249000,159,106,24,0,20,1790,285896,172,199.1,4.05,9,-0.001803969,4
2017-04,2017,Person,249900,144,79,40,0,12,1900,322363,176,322,4.05,24,0.030515464,9
2017-04,2017,Pitt,179900,602,73,216,12,104,1953,212573,1035,485.1,4.05,133,0.015523568,100
2017-04,2017,Polk,349900,311,134,52,4,64,2160,494067,357,44.1,4.05,25,0.026400704,40
2017-04,2017,Randolph,163000,440,124,100,4,72,1826,247260,530,235.9,4.05,126,0.053311793,90
2017-04,2017,Richmond,130000,197,101,44,0,32,1873,183018,212,588.9,4.05,34,0.004248745,15
2017-04,2017,Robeson,139900,302,100,56,0,40,1850,159373,367,920.3,4.05,85,0.0290548,47
2017-04,2017,Rockingham,134900,528,120,108,0,116,1975,224297,566,299.3,4.05,68,0.038491147,73
2017-04,2017,Rowan,178900,540,84,180,20,164,1959,249469,663,295.6,4.05,109,0.054592399,119
2017-04,2017,Rutherford,219900,584,98,136,0,76,1836,316138,672,276.1,4.05,48,0.047142857,25
2017-04,2017,Sampson,139900,108,88,16,0,24,1950,181351,142,285.6,4.05,62,-0.038157442,22
2017-04,2017,Scotland,123500,171,178,16,0,20,1964,150844,175,723.8,4.05,40,0.053754266,13
2017-04,2017,Stanly,294900,401,100,88,8,80,1959,427127,480,264.7,4.05,39,0.072753729,22
2017-04,2017,Stokes,199900,133,121,24,0,28,2260,308469,168,194.7,4.05,44,-0.024402147,16
2017-04,2017,Surry,159900,302,116,60,0,52,2200,239617,340,177,4.05,45,0.055793991,13
2017-04,2017,Swain,249000,156,228,16,0,16,1815,355823,175,287.5,4.05,14,0.018613213,1
2017-04,2017,Transylvania,399000,523,220,80,0,84,2380,697642,577,155.5,4.05,17,0.003899862,17
2017-04,2017,Tyrrell,147500,17,219,0,0,0,1935,179222,19,265.6,4.05,5,-0.005059022,0
2017-04,2017,Union,439900,862,51,412,68,360,3468,527003,1220,213.8,4.05,96,0.041306664,130
2017-04,2017,Vance,155990,115,93,24,0,12,1908,199719,133,540.4,4.05,45,-0.021699592,15
2017-04,2017,Wake,400000,3573,49,2228,268,1224,2907,480038,5472,249.7,4.05,543,0.012658228,1627
2017-04,2017,Warren,189000,35,117,8,0,8,2162,287171,40,212.4,4.05,30,0.010695187,1
2017-04,2017,Washington,96900,37,98,4,0,4,1964,133837,40,,4.05,8,-0.1925,9
2017-04,2017,Watauga,299000,1158,184,216,4,108,1885,423001,1163,98.5,4.05,40,0.006734007,44
2017-04,2017,Wayne,160900,495,78,140,0,92,1868,179502,506,384.2,4.05,86,0.006253909,36
2017-04,2017,Wilkes,225500,281,88,72,4,24,2042,329120,336,226.3,4.05,53,0.002667852,34
2017-04,2017,Wilson,134900,334,137,76,8,72,1876,167800,469,466.1,4.05,87,0.038491147,70
2017-04,2017,Yadkin,239900,118,152,16,0,12,1932,335098,141,224.6,4.05,16,0.101975195,4
2017-04,2017,Yancey,275000,396,244,64,0,28,1868,354327,416,60.8,4.05,26,0.01663586,4
2017-03,2017,Alamance,195250,919,88,320,56,208,1965,233246,1041,503.6,4.2,94,0.041611096,54
2017-03,2017,Alexander,169900,134,106,56,0,12,1764,231639,155,168.3,4.2,50,-0.025802752,25
2017-03,2017,Alleghany,219000,192,220,40,0,4,1776,259347,194,115.7,4.2,11,0.00921659,0
2017-03,2017,Anson,99900,98,170,12,0,12,1625,160786,114,554.8,4.2,15,0.08,3
2017-03,2017,Ashe,254950,362,223,72,0,24,1800,337567,364,,4.2,7,0,5
2017-03,2017,Avery,199500,213,204,32,0,12,1775,381984,215,95.9,4.2,40,0.005291005,9
2017-03,2017,Beaufort,246134,389,192,76,0,40,2064,265162,451,317,4.2,25,0.108961478,18
2017-03,2017,Bertie,99000,48,133,8,0,4,1818,180188,53,151.6,4.2,16,0.002531646,10
2017-03,2017,Bladen,155000,91,113,16,0,8,1650,192632,110,,4.2,48,-0.076831447,9
2017-03,2017,Brunswick,289900,2397,107,592,56,468,1881,374063,3184,152.4,4.2,49,0.016579468,70
2017-03,2017,Buncombe,410000,978,97,412,40,356,2250,637907,1421,301.5,4.2,210,0.014467293,211
2017-03,2017,Burke,184950,344,152,64,0,44,1959,306196,360,178.7,4.2,115,0.057461407,118
2017-03,2017,Cabarrus,299450,527,55,308,84,256,2507,329764,830,111.4,4.2,164,0.074175312,120
2017-03,2017,Caldwell,161950,277,123,76,0,56,1888,235298,340,177.9,4.2,105,0.06010421,85
2017-03,2017,Camden,279700,71,56,32,0,8,2267,282522,90,19.5,4.2,22,0.009018759,9
2017-03,2017,Carteret,294450,1192,146,276,12,232,1710,368752,1499,215.9,4.2,37,0.016396272,44
2017-03,2017,Caswell,259900,70,139,12,0,4,2508,353178,72,200.2,4.2,48,-0.046231532,37
2017-03,2017,Catawba,222000,788,102,252,16,144,2073,294821,971,320.5,4.2,98,0.058655222,65
2017-03,2017,Chatham,464950,426,78,180,20,64,3073,523249,532,211.2,4.2,107,0.010980648,90
2017-03,2017,Cherokee,169900,761,164,132,8,68,1609,211968,761,321.5,4.2,27,0,2
2017-03,2017,Chowan,225000,148,157,32,0,16,1770,281664,157,454.1,4.2,8,-0.077868852,4
2017-03,2017,Clay,264950,351,214,40,0,52,2484,364668,352,178,4.2,14,0.020215633,5
2017-03,2017,Cleveland,141400,406,140,104,0,60,1708,200714,458,158.7,4.2,68,0.010721944,38
2017-03,2017,Columbus,149900,157,157,36,0,16,1761,194596,193,365.3,4.2,36,0.038167727,5
2017-03,2017,Craven,195450,674,109,200,8,140,1951,235455,926,280.3,4.2,66,0.085833333,63
2017-03,2017,Cumberland,145450,1951,97,536,28,328,1750,177151,2605,707,4.2,178,0.024295775,83
2017-03,2017,Currituck,372450,609,120,112,12,92,2582,595387,708,157.6,4.2,12,-0.005460687,3
2017-03,2017,Dare,429000,1010,141,204,8,120,2100,572647,1230,218.2,4.2,12,0,22
2017-03,2017,Davidson,169450,574,108,172,4,100,2530,232180,665,213.7,4.2,193,0.043090182,126
2017-03,2017,Davie,241000,268,129,68,4,40,1740,326689,303,225.7,4.2,33,0.059573533,9
2017-03,2017,Duplin,152900,143,110,24,0,36,1863,195923,174,175,4.2,34,-0.055881445,9
2017-03,2017,Durham,305900,579,49,476,56,156,2187,361258,940,767.9,4.2,222,0.042266478,412
2017-03,2017,Edgecombe,73450,169,198,16,0,20,1539,103772,199,,4.2,61,-0.019359146,83
2017-03,2017,Forsyth,195450,1615,66,728,20,316,2338,286066,2056,702.2,4.2,352,0.019561815,479
2017-03,2017,Franklin,275000,228,66,104,16,32,2358,298585,289,186.8,4.2,67,0.016823812,58
2017-03,2017,Gaston,214000,626,66,272,76,224,2077,268683,959,459.5,4.2,112,0.075647148,99
2017-03,2017,Gates,146000,35,70,16,0,4,1834,156880,39,,4.2,5,0.006896552,2
2017-03,2017,Graham,179900,88,227,8,0,4,1499,253259,90,216.5,4.2,3,-0.048148148,1
2017-03,2017,Granville,213975,115,74,36,0,16,2003,258270,145,230,4.2,54,0.044162498,63
2017-03,2017,Greene,109900,15,183,0,0,0,1518,157010,24,225.3,4.2,43,0.22246941,23
2017-03,2017,Guilford,223700,1886,77,840,72,400,1961,298267,2412,596.6,4.2,405,0.121303258,788
2017-03,2017,Halifax,196250,202,173,28,0,20,2100,275424,259,506.5,4.2,34,0.07859302,20
2017-03,2017,Harnett,189700,932,86,260,28,148,2100,206231,1143,298.5,4.2,110,0.025682617,108
2017-03,2017,Haywood,277500,524,185,104,4,120,1974,363158,642,302.1,4.2,50,0.011666059,26
2017-03,2017,Henderson,389000,561,104,204,28,180,2497,539222,802,145.7,4.2,100,-0.020891014,104
2017-03,2017,Hertford,125450,100,211,12,0,8,1768,148661,106,268.3,4.2,10,0.012101654,3
2017-03,2017,Hoke,179950,307,92,92,4,40,1950,193107,419,178,4.2,62,0.012376934,24
2017-03,2017,Hyde,277450,49,182,0,0,4,1508,289482,51,,4.2,3,0.027592593,0
2017-03,2017,Iredell,360450,945,78,368,40,320,2939,498343,1246,333.3,4.2,148,0.039069234,104
2017-03,2017,Jackson,362000,878,252,140,4,60,2250,593192,964,251,4.2,28,0.035765379,13
2017-03,2017,Johnston,239900,673,60,244,48,164,2339,255177,902,166.1,4.2,145,0.038752977,248
2017-03,2017,Jones,164900,21,243,0,0,0,2083,171345,24,,4.2,36,-0.009312106,18
2017-03,2017,Lee,219500,552,71,180,8,88,2100,242628,678,,4.2,47,0.023787313,22
2017-03,2017,Lenoir,131000,204,175,28,0,24,1886,152259,237,667.8,4.2,31,0.015503876,13
2017-03,2017,Lincoln,320900,379,85,116,40,96,2580,403279,533,176.7,4.2,67,0.003125977,27
2017-03,2017,Macon,349000,800,213,120,8,80,2122,533610,900,,4.2,38,0.020467836,14
2017-03,2017,Madison,294950,173,194,36,4,28,2044,398197,196,68.2,4.2,18,-0.048548387,6
2017-03,2017,Martin,109900,87,196,4,0,8,1899,123895,103,416.9,4.2,25,0.100650976,23
2017-03,2017,Mcdowell,256200,227,156,36,0,28,1925,343534,254,,4.2,,-0.005048544,
2017-03,2017,Mecklenburg,369450,2592,44,2036,424,1260,2689,531091,4764,638.6,4.2,571,0.027105922,905
2017-03,2017,Mitchell,199900,274,213,28,0,24,1739,246882,279,,4.2,38,0.002005013,12
2017-03,2017,Montgomery,139000,53,160,0,0,8,1850,199134,57,211.4,4.2,19,-0.024219024,10
2017-03,2017,Moore,298200,1197,105,300,12,160,2378,367686,1494,151.7,4.2,68,0.010847458,61
2017-03,2017,Nash,124900,451,154,84,4,56,1756,196925,605,,4.2,56,-0.019623234,64
2017-03,2017,New hanover,337000,1486,85,596,116,544,2161,510210,2358,,4.2,,0.018126888,
2017-03,2017,Northampton,147500,78,133,8,0,8,1910,237690,92,219.9,4.2,12,-0.074945124,4
2017-03,2017,Onslow,175450,1750,111,468,92,420,1597,217677,2470,304.7,4.2,91,0.02303207,58
2017-03,2017,Orange,447250,427,53,260,12,80,2799,572824,579,175.7,4.2,118,0.040116279,126
2017-03,2017,Pamlico,281000,197,278,20,0,24,1890,331688,231,72.6,4.2,16,-0.012302285,10
2017-03,2017,Pasquotank,200750,259,91,84,0,56,2113,208425,303,518.2,4.2,51,0.033462033,21
2017-03,2017,Pender,289626,362,82,120,20,84,2315,348545,575,170.6,4.2,37,0.016588277,50
2017-03,2017,Perquimans,249450,159,130,36,4,16,1679,289213,168,199.1,4.2,9,0.001807229,4
2017-03,2017,Person,242500,145,109,40,4,24,1983,309919,174,322,4.2,24,-0.029611845,9
2017-03,2017,Pitt,177150,624,83,240,8,120,1920,209611,998,485.1,4.2,133,0.042058824,100
2017-03,2017,Polk,340900,303,137,56,0,52,2119,477472,355,44.1,4.2,25,0.019133034,40
2017-03,2017,Randolph,154750,477,126,124,4,64,1906,247809,577,235.9,4.2,126,-0.042980829,90
2017-03,2017,Richmond,129450,194,124,36,0,32,1852,188326,206,588.9,4.2,34,-0.003847634,15
2017-03,2017,Robeson,135950,288,125,52,0,32,1850,157194,359,920.3,4.2,85,0.055963338,47
2017-03,2017,Rockingham,129900,515,137,124,0,88,1641,220366,550,299.3,4.2,68,0.007367197,73
2017-03,2017,Rowan,169639,539,104,172,20,172,1904,233548,682,295.6,4.2,109,0.005595898,119
2017-03,2017,Rutherford,210000,566,149,112,4,68,1816,298206,647,276.1,4.2,48,0.02489019,25
2017-03,2017,Sampson,145450,126,81,24,0,24,1950,170734,153,285.6,4.2,62,0.058202983,22
2017-03,2017,Scotland,117200,170,169,16,0,20,1893,145684,178,723.8,4.2,40,0.038086802,13
2017-03,2017,Stanly,274900,383,145,108,8,64,1958,421406,460,264.7,4.2,39,0.004384362,22
2017-03,2017,Stokes,204900,141,123,36,0,32,2415,309315,167,194.7,4.2,44,0.122124863,16
2017-03,2017,Surry,151450,297,123,72,0,48,2183,225047,345,177,4.2,45,-0.029011059,13
2017-03,2017,Swain,244450,153,229,16,0,4,1800,355302,173,287.5,4.2,14,0.018966236,1
2017-03,2017,Transylvania,397450,513,228,60,4,72,2357,705730,582,155.5,4.2,17,0.012856615,17
2017-03,2017,Tyrrell,148250,14,284,4,0,0,1950,184268,17,265.6,4.2,5,-0.005033557,0
2017-03,2017,Union,422450,840,59,420,72,356,3383,513085,1168,213.8,4.2,96,0.0168492,130
2017-03,2017,Vance,159450,114,98,28,0,20,1938,198637,134,540.4,4.2,45,0.042224982,15
2017-03,2017,Wake,395000,3373,49,2220,252,952,2867,468267,5020,249.7,4.2,543,0.030336229,1627
2017-03,2017,Warren,187000,38,123,8,0,0,2132,273330,43,212.4,4.2,30,0.019073569,1
2017-03,2017,Washington,120000,33,122,4,0,4,1964,140871,34,,4.2,8,0,9
2017-03,2017,Watauga,297000,1097,190,172,4,72,1859,423338,1100,98.5,4.2,40,0.015384615,44
2017-03,2017,Wayne,159900,467,100,116,4,48,1842,174847,482,384.2,4.2,86,-0.00621504,36
2017-03,2017,Wilkes,224900,269,97,72,0,32,1932,321520,329,226.3,4.2,53,0.027175154,34
2017-03,2017,Wilson,129900,350,148,96,8,64,1824,162918,495,466.1,4.2,87,0.087484303,70
2017-03,2017,Yadkin,217700,130,137,24,0,20,1932,323764,149,224.6,4.2,16,0.196153846,4
2017-03,2017,Yancey,270500,378,239,32,0,28,1869,345177,401,60.8,4.2,26,-0.016184761,4
2017-02,2017,Alamance,187450,940,93,288,28,176,1917,224732,1038,503.6,4.17,94,0.013791239,54
2017-02,2017,Alexander,174400,119,128,28,0,16,1862,236027,137,168.3,4.17,50,0.011600928,25
2017-02,2017,Alleghany,217000,184,213,24,0,12,1750,273886,187,115.7,4.17,11,0.021176471,0
2017-02,2017,Anson,92500,101,169,16,0,8,1639,157688,108,554.8,4.17,15,-0.026315789,3
2017-02,2017,Ashe,254950,372,224,28,0,28,1824,339457,374,,4.17,7,-0.000196078,5
2017-02,2017,Avery,198450,198,223,20,0,12,1765,373880,200,95.9,4.17,40,-0.007253627,9
2017-02,2017,Beaufort,221950,370,204,60,0,48,2035,254106,432,317,4.17,25,0.115887381,18
2017-02,2017,Bertie,98750,45,165,12,0,4,1764,157201,50,151.6,4.17,16,0.018041237,10
2017-02,2017,Bladen,167900,86,139,16,0,8,1711,206243,101,,4.17,48,0.051346274,9
2017-02,2017,Brunswick,285172,2326,125,612,80,444,1841,364601,2962,152.4,4.17,49,-0.025052991,70
2017-02,2017,Buncombe,404153,955,111,352,28,272,2256,633995,1357,301.5,4.17,210,0.015459799,211
2017-02,2017,Burke,174900,343,156,76,0,44,1885,295668,367,178.7,4.17,115,-0.012979684,118
2017-02,2017,Cabarrus,278772,530,66,304,44,216,2414,313086,764,111.4,4.17,164,-0.009497415,120
2017-02,2017,Caldwell,152768,287,134,68,0,44,1807,224423,330,177.9,4.17,105,0.07205614,85
2017-02,2017,Camden,277200,73,124,20,0,8,2214,273863,89,19.5,4.17,22,-0.04380821,9
2017-02,2017,Carteret,289700,1169,170,220,12,204,1690,364243,1446,215.9,4.17,37,0,44
2017-02,2017,Caswell,272498,67,149,8,0,16,2673,382714,72,200.2,4.17,48,0.048472489,37
2017-02,2017,Catawba,209700,757,119,228,4,140,2027,283249,926,320.5,4.17,98,0.053768844,65
2017-02,2017,Chatham,459900,398,114,116,16,84,3075,514127,475,211.2,4.17,107,0.010880317,90
2017-02,2017,Cherokee,169900,753,157,104,4,76,1591,207280,753,321.5,4.17,27,-0.02886539,2
2017-02,2017,Chowan,244000,128,166,20,0,12,1770,290550,138,454.1,4.17,8,0.020920502,4
2017-02,2017,Clay,259700,345,203,36,4,16,2382,366560,347,178,4.17,14,0.007760962,5
2017-02,2017,Cleveland,139900,422,149,100,0,48,1705,194979,462,158.7,4.17,68,-0.009206799,38
2017-02,2017,Columbus,144389,148,173,20,0,12,1715,186734,182,365.3,4.17,36,0.035046595,5
2017-02,2017,Craven,180000,673,130,172,0,128,1862,227932,884,280.3,4.17,66,0.049868766,63
2017-02,2017,Cumberland,142000,1962,108,464,20,312,1750,177772,2518,707,4.17,178,0.031227306,83
2017-02,2017,Currituck,374495,586,136,148,20,84,2561,586683,664,157.6,4.17,12,-0.044655612,3
2017-02,2017,Dare,429000,993,150,184,4,116,2090,574443,1186,218.2,4.17,12,0.009530533,22
2017-02,2017,Davidson,162450,561,116,168,8,84,2530,222925,651,213.7,4.17,193,-0.014857489,126
2017-02,2017,Davie,227450,257,140,48,4,48,1772,329294,290,225.7,4.17,33,0.006415929,9
2017-02,2017,Duplin,161950,142,115,28,0,24,1933,201058,177,175,4.17,34,0.051964924,9
2017-02,2017,Durham,293495,549,66,344,32,104,2160,354666,850,767.9,4.17,222,0.012226246,412
2017-02,2017,Edgecombe,74900,180,210,48,0,12,1542,101356,208,,4.17,61,-0.042811502,83
2017-02,2017,Forsyth,191700,1565,93,592,12,372,2446,279762,1945,702.2,4.17,352,0.009478673,479
2017-02,2017,Franklin,270450,225,104,96,4,20,2336,301519,287,186.8,4.17,67,0.020566038,58
2017-02,2017,Gaston,198950,636,81,268,48,192,2035,258864,941,459.5,4.17,112,0.04740846,99
2017-02,2017,Gates,145000,31,122,4,0,0,1920,162693,37,,4.17,5,-0.04573873,2
2017-02,2017,Graham,189000,91,240,8,0,4,1500,252797,93,216.5,4.17,3,0,1
2017-02,2017,Granville,204925,120,69,40,0,20,2029,252494,146,230,4.17,54,0.116818355,63
2017-02,2017,Greene,89900,19,159,4,0,0,1571,136532,28,225.3,4.17,43,0.011248594,23
2017-02,2017,Guilford,199500,1897,98,720,24,336,1934,290021,2378,596.6,4.17,405,0.020460358,788
2017-02,2017,Halifax,181950,213,149,68,0,12,2000,257241,261,506.5,4.17,34,0.193506068,20
2017-02,2017,Harnett,184950,916,94,220,4,220,2100,202126,1136,298.5,4.17,110,0.002710762,108
